,Date,User,Tweet
665,2022-07-19 23:28:41+00:00,CelebJets,"Mark Wahlberg's Jet Took off from Teterboro, New Jersey, US. https://t.co/dAOFeu0IVb"
666,2022-07-19 23:23:15+00:00,CelebJets,"Jack Nicklaus's Jet  ~ 3,652 gallons (13,826 liters). 
~ 24,478 lbs (11,103 kg) of jet fuel used. 
~ $24,909 cost of fuel. 
~ 39 tons of CO2 emissions."
667,2022-07-19 23:23:14+00:00,CelebJets,"Jack Nicklaus's Jet Landed in Teterboro, New Jersey, US. Apx. flt. time 8 Hours : 10 Mins. https://t.co/doJQNAn56L"
668,2022-07-19 23:01:27+00:00,CelebJets,"Kim Kardashian's Jet  ~ 5,816 gallons (22,014 liters). 
~ 38,976 lbs (17,679 kg) of jet fuel used. 
~ $39,662 cost of fuel. 
~ 61 tons of CO2 emissions."
669,2022-07-19 23:01:26+00:00,CelebJets,"Kim Kardashian's Jet Landed in Van Nuys, California, US. Apx. flt. time 13 Hours. https://t.co/Q9Pm0yoqIn"
670,2022-07-19 21:55:48+00:00,CelebJets,"Kenny Chesney's Jet 557 mile (484 NM) flight from RDM to PVU
 ~ 459 gallons (1,738 liters). 
~ 3,077 lbs (1,396 kg) of jet fuel used. 
~ $3,132 cost of fuel. 
~ 5 tons of CO2 emissions."
671,2022-07-19 21:55:47+00:00,CelebJets,"Kenny Chesney's Jet Landed in Provo, Utah, US. Apx. flt. time 1 Hour : 19 Mins. https://t.co/PWjMLiSOyp"
672,2022-07-19 21:05:53+00:00,CelebJets,"Steven Spielberg's Jet 75 mile (65 NM) flight from TEB to FOK
 ~ 204 gallons (772 liters). 
~ 1,367 lbs (620 kg) of jet fuel used. 
~ $1,391 cost of fuel. 
~ 2 tons of CO2 emissions."
673,2022-07-19 21:05:52+00:00,CelebJets,"Steven Spielberg's Jet Landed near Westhampton Beach, New York, US. Apx. flt. time 24 Mins. https://t.co/I8DlDdme7s"
674,2022-07-19 20:36:23+00:00,CelebJets,"Kenny Chesney's Jet Took off from Redmond, Oregon, US. Going to Provo, Utah, US (PVU, Provo-Utah Lake International Airport) arriving in ~1h06m. https://t.co/SI1wEpSFfY"
675,2022-07-19 20:35:15+00:00,CelebJets,"Steven Spielberg's Jet Took off from Teterboro, New Jersey, US. https://t.co/NVp4ihhcLJ"
676,2022-07-19 20:03:20+00:00,CelebJets,"Kenny Chesney's Jet 701 mile (609 NM) flight from KCMA to RDM
 ~ 556 gallons (2,104 liters). 
~ 3,725 lbs (1,690 kg) of jet fuel used. 
~ $3,790 cost of fuel. 
~ 6 tons of CO2 emissions."
677,2022-07-19 20:03:19+00:00,CelebJets,"Kenny Chesney's Jet Landed in Redmond, Oregon, US. Apx. flt. time 1 Hour : 36 Mins. https://t.co/2bZDLyNZ0f"
678,2022-07-19 19:51:26+00:00,CelebJets,"Oprah Winfrey's Jet Took off from Santa Barbara, California, US. https://t.co/MHbVnyV5OA"
679,2022-07-19 18:49:08+00:00,CelebJets,"Blake Shelton's Jet 1,250 mile (1,087 NM) flight from 11TX to VNY
 ~ 1,277 gallons (4,836 liters). 
~ 8,562 lbs (3,883 kg) of jet fuel used. 
~ $8,712 cost of fuel. 
~ 13 tons of CO2 emissions."
680,2022-07-19 18:49:07+00:00,CelebJets,"Blake Shelton's Jet Landed in Van Nuys, California, US. Apx. flt. time 2 Hours : 40 Mins. https://t.co/RGFyQLd22U"
681,2022-07-19 18:27:13+00:00,CelebJets,"Kenny Chesney's Jet Took off from Camarillo, California, US. Going to Redmond, Oregon, US (RDM, Roberts Field) arriving in ~1h26m. https://t.co/ZCV8wZCzr6"
682,2022-07-19 17:02:02+00:00,CelebJets,"Steven Spielberg's Jet 184 mile (160 NM) flight from MVY to TEB
 ~ 404 gallons (1,529 liters). 
~ 2,707 lbs (1,228 kg) of jet fuel used. 
~ $2,754 cost of fuel. 
~ 4 tons of CO2 emissions."
683,2022-07-19 17:02:01+00:00,CelebJets,"Steven Spielberg's Jet Landed in Teterboro, New Jersey, US. Apx. flt. time 48 Mins. https://t.co/5TNGSLSPNf"
684,2022-07-19 16:13:50+00:00,CelebJets,"Steven Spielberg's Jet Took off near Martha's Vineyard, Massachusetts, US. Going to Teterboro, New Jersey, US (TEB, Teterboro Airport) arriving in ~56m. https://t.co/NCWJqTgrT2"
685,2022-07-19 16:09:05+00:00,CelebJets,"Blake Shelton's Jet Took off near Sherman, Texas, US. Going to Van Nuys, California, US (VNY, Van Nuys Airport) arriving in ~2h34m. https://t.co/lh6BvxddK5"
686,2022-07-19 15:12:58+00:00,CelebJets,"Jack Nicklaus's Jet Took off near Nice, Provence-Alpes-Côte-d'Azur, FR. https://t.co/hTPEKOrNKO"
687,2022-07-19 10:16:54+00:00,CelebJets,"Floyd Mayweather's Jet 229 mile (199 NM) flight from LAS to VNY
 ~ 315 gallons (1,191 liters). 
~ 2,108 lbs (956 kg) of jet fuel used. 
~ $2,145 cost of fuel. 
~ 3 tons of CO2 emissions."
688,2022-07-19 10:16:53+00:00,CelebJets,"Floyd Mayweather's Jet Landed in Van Nuys, California, US. Apx. flt. time 39 Mins. https://t.co/bLSvwvIYMp"
689,2022-07-19 10:00:49+00:00,CelebJets,"Kim Kardashian's Jet Took off from Cairns, Queensland, AU. https://t.co/Oa9KfrPWVz"
690,2022-07-19 09:37:29+00:00,CelebJets,"Floyd Mayweather's Jet Took off from Las Vegas, Nevada, US. Going to Van Nuys, California, US (VNY, Van Nuys Airport) arriving in ~37m. https://t.co/8opnbTkwf7"
691,2022-07-18 22:17:21+00:00,CelebJets,"Drake's Jet 309 mile (268 NM) flight from NCE to BCN
 ~ 1,520 gallons (5,755 liters). 
~ 10,190 lbs (4,622 kg) of jet fuel used. 
~ $10,384 cost of fuel. 
~ 16 tons of CO2 emissions."
692,2022-07-18 22:17:20+00:00,CelebJets,"Drake's Jet Landed in Barcelona, Catalonia, ES. Apx. flt. time 52 Mins. https://t.co/MGfcxlWn7N"
693,2022-07-18 21:24:22+00:00,CelebJets,"Drake's Jet Took off near Nice, Provence-Alpes-Côte-d'Azur, FR. https://t.co/nvEo1Hm2kS"
694,2022-07-18 21:05:18+00:00,CelebJets,"Mark Wahlberg's Jet  ~ 1,791 gallons (6,779 liters). 
~ 12,003 lbs (5,444 kg) of jet fuel used. 
~ $12,232 cost of fuel. 
~ 19 tons of CO2 emissions."
695,2022-07-18 21:05:17+00:00,CelebJets,"Mark Wahlberg's Jet Landed in Teterboro, New Jersey, US. Apx. flt. time 3 Hours : 56 Mins. https://t.co/2aRPZPM6Ta"
696,2022-07-18 19:37:19+00:00,CelebJets,"Drake's Jet  ~ 2,039 gallons (7,720 liters). 
~ 13,668 lbs (6,200 kg) of jet fuel used. 
~ $13,928 cost of fuel. 
~ 22 tons of CO2 emissions."
697,2022-07-18 19:37:18+00:00,CelebJets,"Drake's Jet Landed near Nice, Provence-Alpes-Côte-d'Azur, FR. Apx. flt. time 1 Hour : 11 Mins. https://t.co/Pj2lwr56n0"
698,2022-07-18 18:20:43+00:00,CelebJets,"Drake's Jet Took off near Ibiza, Baleares, ES. https://t.co/BiUzpycGuO"
699,2022-07-18 17:09:05+00:00,CelebJets,"Mark Wahlberg's Jet Took off from Coeur d'Alene, Idaho, US. https://t.co/yjMlq3wIlN"
700,2022-07-18 17:00:27+00:00,CelebJets,"Drake's Jet 171 mile (149 NM) flight from BCN to IBZ
 ~ 1,031 gallons (3,903 liters). 
~ 6,910 lbs (3,134 kg) of jet fuel used. 
~ $7,042 cost of fuel. 
~ 11 tons of CO2 emissions."
701,2022-07-18 17:00:26+00:00,CelebJets,"Drake's Jet Landed near Ibiza, Baleares, ES. Apx. flt. time 35 Mins. https://t.co/R1Bir7PWlH"
702,2022-07-18 16:19:02+00:00,CelebJets,"Drake's Jet Took off from Barcelona, Catalonia, ES. Going to Ibiza, Baleares, ES (IBZ, Ibiza Airport) arriving in ~20m. https://t.co/gQL5wGCtCp"
703,2022-07-18 10:51:28+00:00,CelebJets,"Jack Nicklaus's Jet  ~ 3,094 gallons (11,710 liters). 
~ 20,733 lbs (9,404 kg) of jet fuel used. 
~ $21,129 cost of fuel. 
~ 33 tons of CO2 emissions."
704,2022-07-18 10:51:27+00:00,CelebJets,"Jack Nicklaus's Jet Landed near Nice, Provence-Alpes-Côte-d'Azur, FR. Apx. flt. time 6 Hours : 55 Mins. https://t.co/uoccjoQXHU"
705,2022-07-18 10:11:45+00:00,CelebJets,"Blake Shelton's Jet 127 mile (111 NM) flight from OKC to TE68
 ~ 197 gallons (746 liters). 
~ 1,321 lbs (599 kg) of jet fuel used. 
~ $1,346 cost of fuel. 
~ 2 tons of CO2 emissions."
706,2022-07-18 10:11:44+00:00,CelebJets,"Blake Shelton's Jet Landed near Pottsboro, Texas, US. Apx. flt. time 24 Mins. https://t.co/RG3fayeJU2"
707,2022-07-18 09:41:41+00:00,CelebJets,"Blake Shelton's Jet Took off from Oklahoma City, Oklahoma, US. Going to Sherman/Denison, Texas, US (PNX, North Texas Regional Airport/Perrin Field) arriving in ~22m. https://t.co/F9Elw4Vq6g"
708,2022-07-18 09:23:04+00:00,CelebJets,"Blake Shelton's Jet 1,097 mile (953 NM) flight from YQR to OKC
 ~ 1,079 gallons (4,083 liters). 
~ 7,229 lbs (3,279 kg) of jet fuel used. 
~ $7,367 cost of fuel. 
~ 11 tons of CO2 emissions."
709,2022-07-18 09:23:03+00:00,CelebJets,"Blake Shelton's Jet Landed in Oklahoma City, Oklahoma, US. Apx. flt. time 2 Hours : 15 Mins. https://t.co/mpxrIQWabs"
710,2022-07-18 07:07:56+00:00,CelebJets,"Blake Shelton's Jet Took off from Regina, Saskatchewan, CA. Going to Oklahoma City, Oklahoma, US (OKC, Will Rogers World Airport) arriving in ~2h16m. https://t.co/vasjuiiSyp"
711,2022-07-18 05:03:42+00:00,CelebJets,"Travis Scott's (Cactus Jack LLC)  Jet Landed near Los Angeles, California, US. Apx. flt. time 59 Mins. https://t.co/ZquBAfU5h8"
712,2022-07-18 04:58:12+00:00,CelebJets,"Travis Scott's (Cactus Jack LLC)  Jet Took off from Van Nuys, California, US. https://t.co/g4qDk6WGK4"
713,2022-07-18 04:42:15+00:00,CelebJets,"Travis Scott's (Cactus Jack LLC)  Jet Landed in Van Nuys, California, US. Apx. flt. time 1 Hour : 44 Mins. https://t.co/nBi7vKhmk4"
714,2022-07-18 03:50:57+00:00,CelebJets,"Jack Nicklaus's Jet Took off from Providence, Rhode Island, US. https://t.co/FMOtDGf7Hx"
715,2022-07-18 03:14:12+00:00,CelebJets,"Jack Nicklaus's Jet  ~ 157 gallons (595 liters). 
~ 1,053 lbs (478 kg) of jet fuel used. 
~ $1,074 cost of fuel. 
~ 2 tons of CO2 emissions."
716,2022-07-18 03:14:12+00:00,CelebJets,"Jack Nicklaus's Jet Landed in Providence, Rhode Island, US. Apx. flt. time 21 Mins. https://t.co/5grSWOyXaU"
717,2022-07-18 02:57:49+00:00,CelebJets,"Travis Scott's (Cactus Jack LLC)  Jet Took off from Eugene, Oregon, US. https://t.co/WDFYErMZ3F"
718,2022-07-18 02:53:06+00:00,CelebJets,"Jack Nicklaus's Jet Took off from Westhampton Beach, New York, US. https://t.co/bONRpiDXD2"
719,2022-07-18 02:16:27+00:00,CelebJets,"Puma/Jay-Z's Jet 2,484 mile (2,158 NM) flight from EUG to TEB
 ~ 2,167 gallons (8,205 liters). 
~ 14,526 lbs (6,589 kg) of jet fuel used. 
~ $14,804 cost of fuel. 
~ 23 tons of CO2 emissions."
720,2022-07-18 02:16:26+00:00,CelebJets,"Puma/Jay-Z's Jet Landed in Teterboro, New Jersey, US. Apx. flt. time 4 Hours : 50 Mins. https://t.co/ahEUrMUMTd"
721,2022-07-18 01:52:18+00:00,CelebJets,"Jack Nicklaus's Jet  ~ 226 gallons (855 liters). 
~ 1,514 lbs (687 kg) of jet fuel used. 
~ $1,543 cost of fuel. 
~ 2 tons of CO2 emissions."
722,2022-07-18 01:52:17+00:00,CelebJets,"Jack Nicklaus's Jet Landed in Westhampton Beach, New York, US. Apx. flt. time 30 Mins. https://t.co/xZrByoBScn"
723,2022-07-18 01:22:00+00:00,CelebJets,"Jack Nicklaus's Jet Took off from Teterboro, New Jersey, US. https://t.co/8a9B3StbYu"
724,2022-07-17 22:27:55+00:00,CelebJets,"Floyd Mayweather's Jet  ~ 85 gallons (321 liters). 
~ 568 lbs (258 kg) of jet fuel used. 
~ $579 cost of fuel. 
~ 1 tons of CO2 emissions."
725,2022-07-17 22:27:54+00:00,CelebJets,"Floyd Mayweather's Jet Landed in Las Vegas, Nevada, US. Apx. flt. time 10 Mins. https://t.co/4CP9Tka8MI"
726,2022-07-17 22:17:18+00:00,CelebJets,"Floyd Mayweather's Jet Took off from Las Vegas, Nevada, US. https://t.co/UPjhw1QKpE"
727,2022-07-17 21:38:34+00:00,CelebJets,"Steven Spielberg's Jet 184 mile (160 NM) flight from TEB to MA44
 ~ 312 gallons (1,181 liters). 
~ 2,090 lbs (948 kg) of jet fuel used. 
~ $2,130 cost of fuel. 
~ 3 tons of CO2 emissions."
728,2022-07-17 21:38:33+00:00,CelebJets,"Steven Spielberg's Jet Landed near Oak Bluffs, Massachusetts, US. Apx. flt. time 37 Mins. https://t.co/8UkALWshEp"
729,2022-07-17 21:26:35+00:00,CelebJets,"Floyd Mayweather's Jet  ~ 39 gallons (147 liters). 
~ 260 lbs (118 kg) of jet fuel used. 
~ $265 cost of fuel. 
~ 0 tons of CO2 emissions."
730,2022-07-17 21:26:34+00:00,CelebJets,"Floyd Mayweather's Jet Landed in Las Vegas, Nevada, US. Apx. flt. time 4 Mins. https://t.co/NOz72QKrQ5"
731,2022-07-17 21:25:26+00:00,CelebJets,"Puma/Jay-Z's Jet Took off from Eugene, Oregon, US. https://t.co/1NAj6k0ygR"
732,2022-07-17 21:21:42+00:00,CelebJets,"Floyd Mayweather's Jet Took off from Las Vegas, Nevada, US. https://t.co/K4mVekTI8i"
733,2022-07-17 20:55:54+00:00,CelebJets,"Steven Spielberg's Jet Took off near Teterboro, New Jersey, US. https://t.co/HxrB9UsNp5"
734,2022-07-17 19:58:27+00:00,CelebJets,"Puma/Jay-Z's Jet 234 mile (203 NM) flight from SEA to EUG
 ~ 353 gallons (1,336 liters). 
~ 2,365 lbs (1,073 kg) of jet fuel used. 
~ $2,411 cost of fuel. 
~ 4 tons of CO2 emissions."
735,2022-07-17 19:58:26+00:00,CelebJets,"Puma/Jay-Z's Jet Landed in Eugene, Oregon, US. Apx. flt. time 47 Mins. https://t.co/Y0cOxM6ECi"
736,2022-07-17 19:11:03+00:00,CelebJets,"Puma/Jay-Z's Jet Took off from Seattle, Washington, US. https://t.co/dzCxVKUyRM"
737,2022-07-17 19:06:23+00:00,CelebJets,"Steven Spielberg's Jet 75 mile (65 NM) flight from FOK to TEB
 ~ 217 gallons (822 liters). 
~ 1,456 lbs (661 kg) of jet fuel used. 
~ $1,484 cost of fuel. 
~ 2 tons of CO2 emissions."
738,2022-07-17 19:06:22+00:00,CelebJets,"Steven Spielberg's Jet Landed near Teterboro, New Jersey, US. Apx. flt. time 25 Mins. https://t.co/b0JUg0bXxF"
739,2022-07-17 18:35:01+00:00,CelebJets,"Steven Spielberg's Jet Took off from Westhampton Beach, New York, US. https://t.co/hP16TTgyOr"
740,2022-07-17 17:18:13+00:00,CelebJets,"Puma/Jay-Z's Jet Landed in Seattle, Washington, US. https://t.co/veRzjk3Hl8"
741,2022-07-17 17:06:12+00:00,CelebJets,"Kenny Chesney's Jet 934 mile (812 NM) flight from BFI to KCMA
 ~ 741 gallons (2,804 liters). 
~ 4,964 lbs (2,252 kg) of jet fuel used. 
~ $5,059 cost of fuel. 
~ 8 tons of CO2 emissions."
742,2022-07-17 17:06:10+00:00,CelebJets,"Kenny Chesney's Jet Landed in Camarillo, California, US. Apx. flt. time 2 Hours : 8 Mins. https://t.co/Q3lhu90D5W"
743,2022-07-17 14:58:06+00:00,CelebJets,"Kenny Chesney's Jet Took off from Seattle, Washington, US. Going to Camarillo, California, US (KCMA, Camarillo International Airport) arriving in ~1h57m. https://t.co/fpti9j21IT"
744,2022-07-17 07:11:38+00:00,CelebJets,"Puma/Jay-Z's Jet Took off from Nuremberg, Bavaria, DE. Going to Seattle, Washington, US (SEA, Seattle Tacoma International Airport) arriving in ~10h01m. https://t.co/UvR6SeTjSd"
745,2022-07-17 05:50:37+00:00,CelebJets,"Puma/Jay-Z's Jet 227 mile (197 NM) flight from DUS to NUE
 ~ 299 gallons (1,132 liters). 
~ 2,004 lbs (909 kg) of jet fuel used. 
~ $2,046 cost of fuel. 
~ 3 tons of CO2 emissions."
746,2022-07-17 05:50:35+00:00,CelebJets,"Puma/Jay-Z's Jet Landed in Nuremberg, Bavaria, DE. Apx. flt. time 40 Mins. https://t.co/WbBXtXXPAk"
747,2022-07-17 05:10:28+00:00,CelebJets,"Puma/Jay-Z's Jet Took off from Düsseldorf, North Rhine-Westphalia, DE. Going to Nuremberg, Bavaria, DE (NUE, Nuremberg Airport) arriving in ~35m. https://t.co/EovGsSrspS"
748,2022-07-17 02:16:56+00:00,CelebJets,"Blake Shelton's Jet 412 mile (358 NM) flight from YYC to YQR
 ~ 447 gallons (1,691 liters). 
~ 2,994 lbs (1,358 kg) of jet fuel used. 
~ $3,056 cost of fuel. 
~ 5 tons of CO2 emissions."
749,2022-07-17 02:16:54+00:00,CelebJets,"Blake Shelton's Jet Landed in Regina, Saskatchewan, CA. Apx. flt. time 55 Mins. https://t.co/X9magH56P0"
750,2022-07-17 01:20:58+00:00,CelebJets,"Blake Shelton's Jet Took off from Calgary, Alberta, CA. https://t.co/sRSg48aizc"
751,2022-07-16 23:59:44+00:00,CelebJets,"Blake Shelton's Jet Landed in Calgary, Alberta, CA. https://t.co/VoxRClZjZt"
752,2022-07-16 23:53:46+00:00,CelebJets,"Tiger Wood's Jet Landed in Barcelona, Catalonia, ES. https://t.co/BDvOviOaIV"
753,2022-07-16 21:33:20+00:00,CelebJets,"Travis Scott's (Cactus Jack LLC)  Jet Landed in Eugene, Oregon, US. Apx. flt. time 1 Hour : 45 Mins. https://t.co/xLayGjJ3KB"
754,2022-07-16 21:05:45+00:00,CelebJets,"Tiger Wood's Jet Took off near Stockholm, Stockholms län, SE. Going to Barcelona, Catalonia, ES (BCN, Josep Tarradellas Barcelona-El Prat Airport) arriving in ~2h18m. https://t.co/l5KlIpbRDJ"
755,2022-07-16 20:50:19+00:00,CelebJets,"Blake Shelton's Jet Took off near Sherman/Denison, Texas, US. https://t.co/e58qpYEHji"
756,2022-07-16 19:47:47+00:00,CelebJets,"Travis Scott's (Cactus Jack LLC)  Jet Took off from Van Nuys, California, US. https://t.co/KQXekTXs36"
757,2022-07-15 22:17:56+00:00,CelebJets,"A-Rod's Jet Landed in Van Nuys, California, US. https://t.co/qE7cRTNkZ9"
758,2022-07-15 22:09:01+00:00,CelebJets,"Kylie Jenner's Jet Landed in Camarillo, California, US. Apx. flt. time 12 Mins. https://t.co/6AVGqt9Ffb"
759,2022-07-15 21:56:52+00:00,CelebJets,"Kylie Jenner's Jet Took off from Van Nuys, California, US. Going to Camarillo, California, US (KCMA, Camarillo International Airport). https://t.co/TCTMm3gTFJ"
760,2022-07-15 21:31:34+00:00,CelebJets,"A-Rod's Jet Took off from Las Vegas, Nevada, US. https://t.co/2mGsjGiXr1"
761,2022-07-15 21:17:40+00:00,CelebJets,"Puma/Jay-Z's Jet Took off from Eugene, Oregon, US. Going to Düsseldorf, North Rhine-Westphalia, DE (DUS, Düsseldorf Airport) arriving in ~8h46m. https://t.co/0quALWWTwD"
762,2022-07-15 20:52:51+00:00,CelebJets,"Kim Kardashian's Jet  ~ 117 gallons (442 liters). 
~ 782 lbs (355 kg) of jet fuel used. 
~ $799 cost of fuel. 
~ 1 tons of CO2 emissions."
763,2022-07-15 20:52:49+00:00,CelebJets,"Kim Kardashian's Jet Landed in Cairns, Queensland, AU. Apx. flt. time 15 Mins. https://t.co/bCvDPks1U8"
764,2022-07-15 20:37:10+00:00,CelebJets,"Kim Kardashian's Jet Took off near Cairns, Queensland, AU. https://t.co/qXu8X4rZS3"
765,2022-07-15 20:26:45+00:00,CelebJets,"Kylie Jenner's Jet Landed in Van Nuys, California, US. Apx. flt. time 35 Mins. https://t.co/hk101uScWc"
766,2022-07-15 19:51:40+00:00,CelebJets,"Kylie Jenner's Jet Took off near Palm Springs, California, US. Going to Van Nuys, California, US (VNY, Van Nuys Airport) arriving in ~35m. https://t.co/LR34LJAW6S"
767,2022-07-15 19:05:54+00:00,CelebJets,"Oprah Winfrey's Jet 1,869 mile (1,624 NM) flight from BNA to SBA
 ~ 1,726 gallons (6,533 liters). 
~ 11,567 lbs (5,247 kg) of jet fuel used. 
~ $11,822 cost of fuel. 
~ 18 tons of CO2 emissions."
768,2022-07-15 19:05:53+00:00,CelebJets,"Oprah Winfrey's Jet Landed in Santa Barbara, California, US. Apx. flt. time 3 Hours : 25 Mins. https://t.co/u8wYLGjRzj"
769,2022-07-15 15:40:03+00:00,CelebJets,"Oprah Winfrey's Jet Took off from Nashville, Tennessee, US. Going to Santa Barbara, California, US (SBA, Santa Barbara Municipal Airport) arriving in ~3h39m. https://t.co/PSWKLEvhZb"
770,2022-07-15 15:30:04+00:00,CelebJets,"Mark Wahlberg's Jet Landed in Coeur d'Alene, Idaho, US. https://t.co/BjjoZlAnKB"
771,2022-07-14 09:12:13+00:00,CelebJets,"Kim Kardashian's Jet Took off from Teterboro, New Jersey, US. https://t.co/GUyehOBVOY"
772,2022-07-14 06:23:23+00:00,CelebJets,"Blake Shelton's Jet 1,251 mile (1,087 NM) flight from VNY to 11TX
 ~ 1,253 gallons (4,742 liters). 
~ 8,396 lbs (3,808 kg) of jet fuel used. 
~ $8,631 cost of fuel. 
~ 13 tons of CO2 emissions."
773,2022-07-14 06:23:22+00:00,CelebJets,"Blake Shelton's Jet Landed near Sherman, Texas, US. Apx. flt. time 2 Hours : 36 Mins. https://t.co/dSMsm77Ft1"
774,2022-07-14 03:41:24+00:00,CelebJets,"Blake Shelton's Jet Took off from Van Nuys, California, US. Going to Sherman/Denison, Texas, US (PNX, North Texas Regional Airport/Perrin Field) arriving in ~2h28m. https://t.co/KzePl3am5Q"
775,2022-07-13 23:34:32+00:00,CelebJets,"Steven Spielberg's Jet Landed in Westhampton Beach, New York, US. https://t.co/ApSanmPevX"
776,2022-07-13 22:00:31+00:00,CelebJets,"Oprah Winfrey's Jet 462 mile (401 NM) flight from BNA to NEW
 ~ 495 gallons (1,875 liters). 
~ 3,320 lbs (1,506 kg) of jet fuel used. 
~ $3,413 cost of fuel. 
~ 5 tons of CO2 emissions."
777,2022-07-13 22:00:30+00:00,CelebJets,"Oprah Winfrey's Jet Landed in New Orleans, Louisiana, US. Apx. flt. time 59 Mins. https://t.co/p8M2ywTwmI"
778,2022-07-13 21:01:26+00:00,CelebJets,"Oprah Winfrey's Jet Took off from Nashville, Tennessee, US. Going to New Orleans, Louisiana, US (NEW, Lakefront Airport) arriving in ~1h15m. https://t.co/uvP2sJIE12"
779,2022-07-13 19:02:21+00:00,CelebJets,"Steven Spielberg's Jet Took off from Van Nuys, California, US. https://t.co/WkGcqbqRCw"
780,2022-07-13 11:33:40+00:00,CelebJets,"Drake's Jet 3,934 mile (3,419 NM) flight from YYZ to ARN
 ~ 12,144 gallons (45,971 liters). 
~ 81,392 lbs (36,919 kg) of jet fuel used. 
~ $83,675 cost of fuel. 
~ 128 tons of CO2 emissions."
781,2022-07-13 11:33:39+00:00,CelebJets,"Drake's Jet Landed near Stockholm, Stockholms län, SE. Apx. flt. time 7 Hours : 3 Mins. https://t.co/q6uco7wfej"
782,2022-07-13 06:21:30+00:00,CelebJets,"Kylie Jenner's Jet Landed near Palm Springs, California, US. Apx. flt. time 29 Mins. https://t.co/VMijgcQQZ9"
783,2022-07-13 05:46:08+00:00,CelebJets,"Kylie Jenner's Jet Took off from Van Nuys, California, US. Going to Palm Springs, California, US (TRM, Jacqueline Cochran Regional Airport) arriving in ~28m. https://t.co/ecdvLxkcSO"
784,2022-07-13 04:25:14+00:00,CelebJets,"Drake's Jet Took off from Toronto, Ontario, CA. https://t.co/SF14SSCQpU"
785,2022-07-13 02:37:58+00:00,CelebJets,"Kylie Jenner's Jet Landed in Van Nuys, California, US. Apx. flt. time 17 Mins. https://t.co/UaigKYnNou"
786,2022-07-13 02:20:06+00:00,CelebJets,"Kylie Jenner's Jet Took off from Camarillo, California, US. Going to Van Nuys, California, US (VNY, Van Nuys Airport) arriving in ~3m. https://t.co/Jo0ZAfaJ69"
787,2022-07-13 01:15:25+00:00,CelebJets,"Drake's Jet 38 mile (33 NM) flight from YHM to YYZ
 ~ 519 gallons (1,964 liters). 
~ 3,477 lbs (1,577 kg) of jet fuel used. 
~ $3,590 cost of fuel. 
~ 5 tons of CO2 emissions."
788,2022-07-13 01:15:23+00:00,CelebJets,"Drake's Jet Landed in Toronto, Ontario, CA. Apx. flt. time 18 Mins. https://t.co/ndTpKDICz8"
789,2022-07-13 00:57:20+00:00,CelebJets,"Drake's Jet Took off from Hamilton, Ontario, CA. Going to Toronto, Ontario, CA (YYZ, Lester B. Pearson International Airport) arriving in ~6m. https://t.co/QtPJIlNpAz"
790,2022-07-12 11:13:57+00:00,CelebJets,"Dan Bilzerian's Jet 2,480 mile (2,155 NM) flight from BGR to LAS
 ~ 2,689 gallons (10,179 liters). 
~ 18,021 lbs (8,174 kg) of jet fuel used. 
~ $18,607 cost of fuel. 
~ 28 tons of CO2 emissions."
791,2022-07-12 11:13:56+00:00,CelebJets,"Dan Bilzerian's Jet Landed in Las Vegas, Nevada, US. Apx. flt. time 5 Hours : 36 Mins. https://t.co/YcIjOD55Qr"
792,2022-07-12 09:50:30+00:00,CelebJets,"Kim Kardashian's Jet 2,487 mile (2,161 NM) flight from KCMA to TEB
 ~ 2,182 gallons (8,259 liters). 
~ 14,623 lbs (6,633 kg) of jet fuel used. 
~ $15,098 cost of fuel. 
~ 23 tons of CO2 emissions."
793,2022-07-12 09:50:29+00:00,CelebJets,"Kim Kardashian's Jet Landed in Teterboro, New Jersey, US. Apx. flt. time 4 Hours : 20 Mins. https://t.co/MEXtsr6Whu"
794,2022-07-12 05:37:08+00:00,CelebJets,"Dan Bilzerian's Jet Took off from Bangor, Maine, US. Going to Las Vegas, Nevada, US (LAS, McCarran International Airport) arriving in ~5h30m. https://t.co/PR03YM3bj8"
795,2022-07-12 05:30:13+00:00,CelebJets,"Kim Kardashian's Jet Took off from Camarillo, California, US. https://t.co/napsGfqkyF"
796,2022-07-12 03:30:08+00:00,CelebJets,"Dan Bilzerian's Jet 3,630 mile (3,154 NM) flight from NCE to BGR
 ~ 3,766 gallons (14,258 liters). 
~ 25,243 lbs (11,450 kg) of jet fuel used. 
~ $26,102 cost of fuel. 
~ 40 tons of CO2 emissions."
797,2022-07-12 03:30:07+00:00,CelebJets,"Dan Bilzerian's Jet Landed in Bangor, Maine, US. Apx. flt. time 7 Hours : 51 Mins. https://t.co/OtUTYfB9Nn"
798,2022-07-12 02:04:48+00:00,CelebJets,"Jack Nicklaus's Jet  ~ 2,034 gallons (7,700 liters). 
~ 13,633 lbs (6,184 kg) of jet fuel used. 
~ $14,096 cost of fuel. 
~ 21 tons of CO2 emissions."
799,2022-07-12 02:04:47+00:00,CelebJets,"Jack Nicklaus's Jet Landed in Teterboro, New Jersey, US. Apx. flt. time 4 Hours : 33 Mins. https://t.co/kgqbiZtL1B"
